route_id,direction_id,direction,agency_id,agency_name
504,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
601,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
601,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
602,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
602,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
603,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
603,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
604,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
604,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
605,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
605,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
606,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
606,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
607,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
607,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
608,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
608,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
609,0,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
609,1,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
610,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
610,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
611,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
611,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
501,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
501,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
711,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
