service_id,date,exception_type,agency_id,agency_name
73087,20191231,2,SO,Sonoma County Transit LastGenerated
73087,20191225,2,SO,Sonoma County Transit LastGenerated
73087,20191224,2,SO,Sonoma County Transit LastGenerated
73087,20191129,2,SO,Sonoma County Transit LastGenerated
73087,20191128,2,SO,Sonoma County Transit LastGenerated
73087,20190902,2,SO,Sonoma County Transit LastGenerated
73087,20190527,2,SO,Sonoma County Transit LastGenerated
73088,20191231,2,SO,Sonoma County Transit LastGenerated
73088,20191224,2,SO,Sonoma County Transit LastGenerated
73088,20191129,2,SO,Sonoma County Transit LastGenerated
73088,20191128,2,SO,Sonoma County Transit LastGenerated
73088,20190902,2,SO,Sonoma County Transit LastGenerated
73088,20190527,2,SO,Sonoma County Transit LastGenerated
74188,20191231,1,SO,Sonoma County Transit LastGenerated
74188,20191224,1,SO,Sonoma County Transit LastGenerated
74188,20191129,1,SO,Sonoma County Transit LastGenerated
74189,20191231,1,SO,Sonoma County Transit LastGenerated
74189,20191224,1,SO,Sonoma County Transit LastGenerated
74189,20191129,1,SO,Sonoma County Transit LastGenerated
73089,20190421,2,SO,Sonoma County Transit LastGenerated
73721,20200101,2,SO,Sonoma County Transit LastGenerated
73721,20191231,2,SO,Sonoma County Transit LastGenerated
73721,20191225,2,SO,Sonoma County Transit LastGenerated
73721,20191224,2,SO,Sonoma County Transit LastGenerated
73721,20191129,2,SO,Sonoma County Transit LastGenerated
73721,20191128,2,SO,Sonoma County Transit LastGenerated
73721,20190902,2,SO,Sonoma County Transit LastGenerated
73721,20190704,2,SO,Sonoma County Transit LastGenerated
73721,20190527,2,SO,Sonoma County Transit LastGenerated
74691,20191231,1,SO,Sonoma County Transit LastGenerated
74691,20191224,1,SO,Sonoma County Transit LastGenerated
74691,20191129,1,SO,Sonoma County Transit LastGenerated
74692,20191231,1,SO,Sonoma County Transit LastGenerated
74692,20191224,1,SO,Sonoma County Transit LastGenerated
74692,20191129,1,SO,Sonoma County Transit LastGenerated
73722,20190421,2,SO,Sonoma County Transit LastGenerated
74187,20200101,2,SO,Sonoma County Transit LastGenerated
74187,20191231,2,SO,Sonoma County Transit LastGenerated
74187,20191225,2,SO,Sonoma County Transit LastGenerated
74187,20191224,2,SO,Sonoma County Transit LastGenerated
74187,20191129,2,SO,Sonoma County Transit LastGenerated
74187,20191128,2,SO,Sonoma County Transit LastGenerated
74187,20190902,2,SO,Sonoma County Transit LastGenerated
74187,20190704,2,SO,Sonoma County Transit LastGenerated
74187,20190527,2,SO,Sonoma County Transit LastGenerated
73070,20180903,2,SR,Santa Rosa CityBus LastGenerated
73070,20181225,2,SR,Santa Rosa CityBus LastGenerated
73070,20181122,2,SR,Santa Rosa CityBus LastGenerated
73005,20190421,2,ST,SolTrans LastGenerated
73007,20190527,2,ST,SolTrans LastGenerated
73009,20190527,2,ST,SolTrans LastGenerated
73991,20190527,2,ST,SolTrans LastGenerated
72865,20191128,2,UC,Union City Transit LastGenerated
72865,20190527,2,UC,Union City Transit LastGenerated
72865,20191225,2,UC,Union City Transit LastGenerated
72865,20190704,2,UC,Union City Transit LastGenerated
72865,20190218,2,UC,Union City Transit LastGenerated
72865,20190902,2,UC,Union City Transit LastGenerated
72865,20190101,2,UC,Union City Transit LastGenerated
72866,20191128,2,UC,Union City Transit LastGenerated
72866,20190527,2,UC,Union City Transit LastGenerated
72866,20191225,2,UC,Union City Transit LastGenerated
72866,20190704,2,UC,Union City Transit LastGenerated
72866,20190218,2,UC,Union City Transit LastGenerated
72866,20190902,2,UC,Union City Transit LastGenerated
72866,20190101,2,UC,Union City Transit LastGenerated
72867,20191128,2,UC,Union City Transit LastGenerated
72867,20190527,2,UC,Union City Transit LastGenerated
72867,20191225,2,UC,Union City Transit LastGenerated
72867,20190704,2,UC,Union City Transit LastGenerated
72867,20190218,2,UC,Union City Transit LastGenerated
72867,20190902,2,UC,Union City Transit LastGenerated
72867,20190101,2,UC,Union City Transit LastGenerated
74267,20191111,2,VC,Vacaville City Coach LastGenerated
74267,20190902,2,VC,Vacaville City Coach LastGenerated
74271,20191111,2,VC,Vacaville City Coach LastGenerated
74271,20190902,2,VC,Vacaville City Coach LastGenerated
74440,20191224,1,VC,Vacaville City Coach LastGenerated
74440,20191129,1,VC,Vacaville City Coach LastGenerated
74440,20191111,1,VC,Vacaville City Coach LastGenerated
74439,20191225,2,VC,Vacaville City Coach LastGenerated
74439,20191224,2,VC,Vacaville City Coach LastGenerated
74439,20191129,2,VC,Vacaville City Coach LastGenerated
74439,20191128,2,VC,Vacaville City Coach LastGenerated
74439,20191111,2,VC,Vacaville City Coach LastGenerated
74439,20190902,2,VC,Vacaville City Coach LastGenerated
74439,20190704,2,VC,Vacaville City Coach LastGenerated
74439,20190527,2,VC,Vacaville City Coach LastGenerated
73048,20181231,2,VN,Napa LastGenerated
73048,20190527,2,VN,Napa LastGenerated
73048,20181225,2,VN,Napa LastGenerated
73048,20181224,2,VN,Napa LastGenerated
73048,20181123,2,VN,Napa LastGenerated
73048,20181122,2,VN,Napa LastGenerated
73048,20190218,2,VN,Napa LastGenerated
73048,20190101,2,VN,Napa LastGenerated
73049,20181231,1,VN,Napa LastGenerated
73049,20181224,1,VN,Napa LastGenerated
73049,20181123,1,VN,Napa LastGenerated
73049,20190218,1,VN,Napa LastGenerated
72889,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20191224,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20191111,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20190902,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20190704,2,WC,WestCat (Western Contra Costa) LastGenerated
72889,20190527,2,WC,WestCat (Western Contra Costa) LastGenerated
72890,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
72890,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
72890,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
72890,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
74353,20191129,1,WC,WestCat (Western Contra Costa) LastGenerated
74353,20191111,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20200101,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20191225,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20191224,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20191128,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20190902,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20190704,1,WC,WestCat (Western Contra Costa) LastGenerated
74354,20190527,1,WC,WestCat (Western Contra Costa) LastGenerated
74355,20191129,1,WC,WestCat (Western Contra Costa) LastGenerated
74355,20191111,1,WC,WestCat (Western Contra Costa) LastGenerated
72894,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20191224,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20190902,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20190704,2,WC,WestCat (Western Contra Costa) LastGenerated
72894,20190527,2,WC,WestCat (Western Contra Costa) LastGenerated
72895,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
72895,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20191224,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20191111,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20190902,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20190704,2,WC,WestCat (Western Contra Costa) LastGenerated
72896,20190527,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20191224,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20191111,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20190902,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20190704,2,WC,WestCat (Western Contra Costa) LastGenerated
72897,20190527,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20200101,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20191225,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20191224,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20191129,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20191128,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20191111,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20190902,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20190704,2,WC,WestCat (Western Contra Costa) LastGenerated
74352,20190527,2,WC,WestCat (Western Contra Costa) LastGenerated
72989,20190527,1,WH,Livermore Amador Valley Transit Authority LastGenerated
73738,20190527,2,WH,Livermore Amador Valley Transit Authority LastGenerated
