route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,agency_name
28,SF,28,19TH AVENUE,,3,https://SFMTA.com/28,,,San Francisco Municipal Transportation Agency
28R,SF,28R,19TH AVENUE RAPID,,3,https://SFMTA.com/28R,,,San Francisco Municipal Transportation Agency
44,SF,44,O'SHAUGHNESSY,,3,https://SFMTA.com/44,,,San Francisco Municipal Transportation Agency
29,SF,29,SUNSET,,3,https://SFMTA.com/29,,,San Francisco Municipal Transportation Agency
30,SF,30,STOCKTON,,3,https://SFMTA.com/30,,,San Francisco Municipal Transportation Agency
30X,SF,30X,MARINA EXPRESS,,3,https://SFMTA.com/30X,,,San Francisco Municipal Transportation Agency
31,SF,31,BALBOA,,3,https://SFMTA.com/31,,,San Francisco Municipal Transportation Agency
33,SF,33,ASHBURY-18TH ST,,3,https://SFMTA.com/33,,,San Francisco Municipal Transportation Agency
35,SF,35,EUREKA,,3,https://SFMTA.com/35,,,San Francisco Municipal Transportation Agency
36,SF,36,TERESITA,,3,https://SFMTA.com/36,,,San Francisco Municipal Transportation Agency
37,SF,37,CORBETT,,3,https://SFMTA.com/37,,,San Francisco Municipal Transportation Agency
38,SF,38,GEARY,,3,https://SFMTA.com/38,,,San Francisco Municipal Transportation Agency
45,SF,45,UNION-STOCKTON,,3,https://SFMTA.com/45,,,San Francisco Municipal Transportation Agency
47,SF,47,VAN NESS,,3,https://SFMTA.com/47,,,San Francisco Municipal Transportation Agency
48,SF,48,QUINTARA-24TH STREET,,3,https://SFMTA.com/48,,,San Francisco Municipal Transportation Agency
49,SF,49,VAN NESS-MISSION,,3,https://SFMTA.com/49,,,San Francisco Municipal Transportation Agency
52,SF,52,EXCELSIOR,,3,https://SFMTA.com/52,,,San Francisco Municipal Transportation Agency
54,SF,54,FELTON,,3,https://SFMTA.com/54,,,San Francisco Municipal Transportation Agency
56,SF,56,RUTLAND,,3,https://SFMTA.com/56,,,San Francisco Municipal Transportation Agency
57,SF,57,PARKMERCED,,3,https://SFMTA.com/57,,,San Francisco Municipal Transportation Agency
PM,SF,PM,POWELL-MASON CABLE CAR,,5,https://SFMTA.com/PM,,,San Francisco Municipal Transportation Agency
PH,SF,PH,POWELL-HYDE CABLE CAR,,5,https://SFMTA.com/PH,,,San Francisco Municipal Transportation Agency
C,SF,C,CALIFORNIA STREET CABLE CAR,,5,https://SFMTA.com/C,,,San Francisco Municipal Transportation Agency
66,SF,66,QUINTARA,,3,https://SFMTA.com/66,,,San Francisco Municipal Transportation Agency
67,SF,67,BERNAL HEIGHTS,,3,https://SFMTA.com/67,,,San Francisco Municipal Transportation Agency
76X,SF,76X,MARIN HEADLANDS EXPRESS,,3,https://SFMTA.com/76X,,,San Francisco Municipal Transportation Agency
81X,SF,81X,CALTRAIN EXPRESS,,3,https://SFMTA.com/81X,,,San Francisco Municipal Transportation Agency
88,SF,88,BART SHUTTLE,,3,https://SFMTA.com/88,,,San Francisco Municipal Transportation Agency
90,SF,90,SAN BRUNO OWL,,3,https://SFMTA.com/90,,,San Francisco Municipal Transportation Agency
91,SF,91,3RD-19TH AVE OWL,,3,https://SFMTA.com/91,,,San Francisco Municipal Transportation Agency
K-OWL,SF,K-OWL,OWL INGLESIDE,,3,https://SFMTA.com/K-OWL,,,San Francisco Municipal Transportation Agency
L-OWL,SF,L-OWL,OWL TARAVAL,,3,https://SFMTA.com/L-OWL,,,San Francisco Municipal Transportation Agency
M-OWL,SF,M-OWL,OWL OCEANVIEW,,3,https://SFMTA.com/M-OWL,,,San Francisco Municipal Transportation Agency
N-OWL,SF,N-OWL,OWL JUDAH,,3,https://SFMTA.com/N-OWL,,,San Francisco Municipal Transportation Agency
T-OWL,SF,T-OWL,OWL THIRD,,3,https://SFMTA.com/T-OWL,,,San Francisco Municipal Transportation Agency
F,SF,F,MARKET & WHARVES,,0,https://SFMTA.com/F,,,San Francisco Municipal Transportation Agency
N,SF,N,JUDAH,,0,https://SFMTA.com/N,,,San Francisco Municipal Transportation Agency
S,SF,S,SHUTTLE,,0,https://SFMTA.com/S,,,San Francisco Municipal Transportation Agency
SFO,SM,SFO,SFO - Millbrae,,3,,,,SamTrans
55,SM,55,Clark/El Camino - Borel MS,,3,,,,SamTrans
24,SM,24,Brisbane - Shasta High,,3,,,,SamTrans
59,SM,59,Hillsdale/Norfolk - Aragon High,,3,,,,SamTrans
60,SM,60,Ralston School - Bridge/Bowsprit via Chula Vista,,3,,,,SamTrans
61,SM,61,San Carlos Caltrain - Alameda/Ralston,,3,,,,SamTrans
62,SM,62,Hillsdale - Alameda & Ralston,,3,,,,SamTrans
67,SM,67,Bridge/Bowsprit - Ralston School,,3,,,,SamTrans
68,SM,68,Hiller/Wessex - Ralston School,,3,,,,SamTrans
72,SM,72,Malborough/Dumbarton - Selby Lane School,,3,,,,SamTrans
73,SM,73,G & Industrial - Clifford School,,3,,,,SamTrans
80,SM,80,Oak Knoll ES - Santa Cruz/Elder,,3,,,,SamTrans
79,SM,79,Kennedy MS - Florence/17th,,3,,,,SamTrans
81,SM,81,MAHS - East Palo Alto,,3,,,,SamTrans
82,SM,82,Bay/Marsh - Hillview School,,3,,,,SamTrans
83,SM,83,Hillview School - Bay/Marsh,,3,,,,SamTrans
85,SM,85,Ormondale School - La Honda/Grandview,,3,,,,SamTrans
87,SM,87,Woodside High - Portola Valley,,3,,,,SamTrans
88,SM,88,Bay/Marsh - Encinal School,,3,,,,SamTrans
95,SM,95,Redwood City Caltrain - Ralston/Alameda,,3,,,,SamTrans
110,SM,110,Daly City BART - Linda Mar Park & Ride,,3,,,,SamTrans
112,SM,112,Linda Mar Park & Ride - Colma BART,,3,,,,SamTrans
118,SM,118,Linda Mar Park & Ride - Daly City BART,,3,,,,SamTrans
120,SM,120,Colma BART - Brunswick/Templeton,,3,,,,SamTrans
121,SM,121,Lowell/Hanover - Skyline College,,3,,,,SamTrans
122,SM,122,South SF BART - Stonestown/SF State,,3,,,,SamTrans
130,SM,130,Daly City BART - Airport/Linden,,3,,,,SamTrans
140,SM,140,Airtrain - West Manor/Palmetto,,3,,,,SamTrans
141,SM,141,Airport/Linden - Shelter Creek,,3,,,,SamTrans
250,SM,250,5th/El Camino - College of San Mateo,,3,,,,SamTrans
251,SM,251,Foster City - Hillsdale Mall,,3,,,,SamTrans
256,SM,256,Hillsdale Mall - Foster City,,3,,,,SamTrans
260,SM,260,San Carlos Caltrain - College of San Mateo,,3,,,,SamTrans
270,SM,270,Redwood City Caltrain - Florence/17th loop,,3,,,,SamTrans
14,SM,14,Linda Mar Circulator,,3,,,,SamTrans
16,SM,16,Serramonte Center - Terra Nova High,,3,,,,SamTrans
54,SM,54,Bowditch School - Hillsdale/Norfolk,,3,,,,SamTrans
56,SM,56,Aragon HS - Polhemus/Paul Scannell,,3,,,,SamTrans
57,SM,57,Edgewater/Beach Park - Hillsdale High,,3,,,,SamTrans
58,SM,58,Borel School - Polhemus/Paul Scannell,,3,,,,SamTrans
84,SM,84,Middlefield/Lane - Hillview School,,3,,,,SamTrans
275,SM,275,Redwood City Transit Ctr - Alameda/Woodside,,3,,,,SamTrans
17,SM,17,Linda Mar Park & Ride - Pescadero,,3,,,,SamTrans
18,SM,18,Main/7th - HMBHS - Moonridge Apts,,3,,,,SamTrans
19,SM,19,Lacy School - Linda Mar Park & Ride,,3,,,,SamTrans
25,SM,25,Los Olivos/Santa Barbara - Ben Franklin School,,3,,,,SamTrans
28,SM,28,Serramonte Center - South City High,,3,,,,SamTrans
29,SM,29,Lipman School - Templeton/Brunswick,,3,,,,SamTrans
35,SM,35,El Camino High - Warwick/Christen,,3,,,,SamTrans
713,SM,713,SF Transit Center - San Francisco International,,3,,,,SamTrans
37,SM,37,Hillside/Grove - Alta Loma School,,3,,,,SamTrans
38,SM,38,Safe Harbor Shelter,,3,,,,SamTrans
ECR Rapid,SM,ECR Rapid,Palo Alto Transit Ctr - Daly City BART,,3,,,,SamTrans
274,SM,274,Redwood City Transit Ctr - Canada College,,3,,,,SamTrans
39,SM,39,Alta Loma School - Hazelwood/Kenwood,,3,,,,SamTrans
46,SM,46,Burlingame School - Carolan (Burlingame Caltrain),,3,,,,SamTrans
49,SM,49,Brisbane - Terra Nova High,,3,,,,SamTrans
53,SM,53,Peninsula/Humboldt - Borel MS,,3,,,,SamTrans
276,SM,276,Redwood City Transit Ctr - Florence/17th,,3,,,,SamTrans
278,SM,278,Woodside/Alameda - Canada College - Saturday Only,,3,,,,SamTrans
280,SM,280,Purdue/Fordham - Stanford Mall,,3,,,,SamTrans
281,SM,281,Onetta Harris Ctr - Stanford Mall,,3,,,,SamTrans
286,SM,286,Ringwood/Arlington - Monte Rosa/Eastridge,,3,,,,SamTrans
292,SM,292,San Francisco - SFO - Hillsdale Mall,,3,,,,SamTrans
294,SM,294,SM Med Ctr - Hillsdale - CSM - Half Moon Bay,,3,,,,SamTrans
295,SM,295,San Mateo Caltrain - Redwood City Transit Center,,3,,,,SamTrans
296,SM,296,Redwood City Transit Cente - Bayshore/Donohoe,,3,,,,SamTrans
397,SM,397,San Francisco - Palo Alto Transit Ctr,,3,,,,SamTrans
398,SM,398,Redwood City Transit Center to SF Transbay Termina,,3,,,,SamTrans
ECR,SM,ECR,Daly City BART - Palo Alto Transit Ctr,,3,,,,SamTrans
FLX,SM,FLX,Flex Route Pacifica,,3,,,,SamTrans
29A,SO,29A,Santa Rosa - Sonoma Coast,,3,http://www.sctransit.com/maps-schedules/route-29a/,203c75,ffffff,Sonoma County Transit LastGenerated
29B,SO,29B,Guerneville - Sonoma Coast,,3,http://www.sctransit.com/maps-schedules/route-29b/,203c75,ffffff,Sonoma County Transit LastGenerated
28,SO,28,"Guerneville, Monte Rio, Occidental",,3,http://www.sctransit.com/maps-schedules/route-28/,522e92,ffffff,Sonoma County Transit LastGenerated
30,SO,30,"Santa Rosa, Kenwood, Glen Ellen, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,Sonoma County Transit LastGenerated
54,SO,54,South County Connector,,3,http://sctransit.com/maps-schedules/route-44-route-48/,5cab35,000000,Sonoma County Transit LastGenerated
55,SO,55,Airport Business Park Shuttle,,3,http://sctransit.com/maps-schedules/route-55/,341718,ffffff,Sonoma County Transit LastGenerated
56,SO,56,North County Connector,,3,http://sctransit.com/maps-schedules/route-56/,4d5a40,ffffff,Sonoma County Transit LastGenerated
52,SO,52,West County Connector,,3,http://sctransit.com/maps-schedules/route-26-route-52/,d9bf4e,000000,Sonoma County Transit LastGenerated
53,SO,53,East County Connector,,3,http://sctransit.com/maps-schedules/route-40-route-53/,649dc8,000000,Sonoma County Transit LastGenerated
57,SO,57,"Kaiser, County Center, SRJC Shuttle",,3,http://sctransit.com/maps-schedules/route-57/,2c7689,ffffff,Sonoma County Transit LastGenerated
34,SO,34,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-34/,ed1163,ffffff,Sonoma County Transit LastGenerated
42,SO,42,"Santa Rosa, Industry West Business Park",,3,http://www.sctransit.com/maps-schedules/route-42/,ec008c,ffffff,Sonoma County Transit LastGenerated
46,SO,46,"Santa Rosa, Sonoma State University, Cotati Depot",,3,http://www.sctransit.com/maps-schedules/route-46/,f3736c,ffffff,Sonoma County Transit LastGenerated
66,SO,66,Windsor Shuttle,,3,http://www.sctransit.com/maps-schedules/route-66/,febe10,000000,Sonoma County Transit LastGenerated
10T,SO,10T,"Cotati, Rohnert Park Tripper",,3,http://www.sctransit.com/maps-schedules/route-10/,67686b,ffffff,Sonoma County Transit LastGenerated
20,SO,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,Sonoma County Transit LastGenerated
30X,SO,30X,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,Sonoma County Transit LastGenerated
32,SO,32,Sonoma Valley,,3,http://www.sctransit.com/maps-schedules/route-32/,771473,ffffff,Sonoma County Transit LastGenerated
38,SO,38,"Sonoma Valley, San Rafael",,3,http://www.sctransit.com/maps-schedules/route-38/,7e6598,ffffff,Sonoma County Transit LastGenerated
40,SO,40,"Sonoma, Petaluma",,3,http://sctransit.com/maps-schedules/route-40-route-53/,f26522,ffffff,Sonoma County Transit LastGenerated
44,SO,44,"Santa Rosa, Rohnert Park, SSU, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,Sonoma County Transit LastGenerated
48,SO,48,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,Sonoma County Transit LastGenerated
48X,SO,48X,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,Sonoma County Transit LastGenerated
62,SO,62,"County Airport, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-62/,27004b,ffffff,Sonoma County Transit LastGenerated
67,SO,67,Healdsburg Shuttle,,3,http://sctransit.com/maps-schedules/route-67/,009848,ffffff,Sonoma County Transit LastGenerated
22,SO,22,"Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-22/,f79131,ffffff,Sonoma County Transit LastGenerated
68,SO,68,Cloverdale Shuttle,,3,http://www.sctransit.com/maps-schedules/route-68/,0d96d4,ffffff,Sonoma County Transit LastGenerated
14,SO,14,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,aa0072,ffffff,Sonoma County Transit LastGenerated
12,SO,12,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,24338a,ffffff,Sonoma County Transit LastGenerated
20X,SO,20X,"Russian River Area, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,Sonoma County Transit LastGenerated
24,SO,24,Sebastopol Shuttle,,3,http://www.sctransit.com/maps-schedules/route-24/,da1f3d,ffffff,Sonoma County Transit LastGenerated
60,SO,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,Sonoma County Transit LastGenerated
60X,SO,60X,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,Sonoma County Transit LastGenerated
44X,SO,44X,"Santa Rosa, Rohnert Park, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,Sonoma County Transit LastGenerated
26,SO,26,"Sebastopol, Cotati, Rohnert Park",,3,http://sctransit.com/maps-schedules/route-26-route-52/,840715,ffffff,Sonoma County Transit LastGenerated
12T,SO,12T,Northern Rohnert Park Tripper,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,24338a,ffffff,Sonoma County Transit LastGenerated
14T,SO,14T,Northern Rohnert Park Tripper,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,aa0072,ffffff,Sonoma County Transit LastGenerated
10,SO,10,"Cotati, Rohnert Park, Sonoma State University",,3,http://www.sctransit.com/maps-schedules/route-10/,67686b,ffffff,Sonoma County Transit LastGenerated
15,SR,15,15 Stony Point Road,,3,http://santarosaivl.availtec.com/InfoPoint15,2DACCE,FFFFFF,Santa Rosa CityBus LastGenerated
20,SR,20,2b Sebastopol Road,,3,http://santarosaivl.availtec.com/InfoPoint20,662D91,FFFFFF,Santa Rosa CityBus LastGenerated
40,SR,40,4b Rincon Valley,,3,http://santarosaivl.availtec.com/InfoPoint40,39B54A,FFFFFF,Santa Rosa CityBus LastGenerated
8,SR,8,8 Bennett Valley,,3,http://santarosaivl.availtec.com/InfoPoint8,EF692F,FFFFFF,Santa Rosa CityBus LastGenerated
9,SR,9,9 West 9th Street,,3,http://santarosaivl.availtec.com/InfoPoint9,8094C4,FFFFFF,Santa Rosa CityBus LastGenerated
1,SR,1,1 Mendocino Ave,,3,http://santarosaivl.availtec.com/InfoPoint1,0074B3,FFFFFF,Santa Rosa CityBus LastGenerated
3,SR,3,3 Santa Rosa Ave,,3,http://santarosaivl.availtec.com/InfoPoint3,ED017F,FFFFFF,Santa Rosa CityBus LastGenerated
4,SR,4,4 Rincon Valley,,3,http://santarosaivl.availtec.com/InfoPoint4,39B54A,FFFFFF,Santa Rosa CityBus LastGenerated
5,SR,5,5 Petaluma Hill Rd,,3,http://santarosaivl.availtec.com/InfoPoint5,E9C01E,FFFFFF,Santa Rosa CityBus LastGenerated
6,SR,6,6 Fulton Road,,3,http://santarosaivl.availtec.com/InfoPoint6,B8093D,FFFFFF,Santa Rosa CityBus LastGenerated
18,SR,18,18 East Circulator,,3,http://santarosaivl.availtec.com/InfoPoint18,274867,FFFFFF,Santa Rosa CityBus LastGenerated
19,SR,19,19 North Circulator,,3,http://santarosaivl.availtec.com/InfoPoint19,5E0B31,FFFFFF,Santa Rosa CityBus LastGenerated
7,SR,7,7 Coddington - Montgomery Village,,3,http://santarosaivl.availtec.com/InfoPoint7,AB4A9C,FFFFFF,Santa Rosa CityBus LastGenerated
12,SR,12,12 Corby Ave - Roseland,,3,http://santarosaivl.availtec.com/InfoPoint12,0BA08E,FFFFFF,Santa Rosa CityBus LastGenerated
2,SR,2,2 Sebastopol Rd - Corporate Center,,3,http://santarosaivl.availtec.com/InfoPoint2,662D91,FFFFFF,Santa Rosa CityBus LastGenerated
10,SR,10,10 North City Connector,,3,http://santarosaivl.availtec.com/InfoPoint10,F99F38,FFFFFF,Santa Rosa CityBus LastGenerated
Y,ST,Y,Yellow Line,Vallejo Transit Center - Walnut Creek BART,3,http://www.soltransride.com/routes/solanoexpress/yellow,ffba00,000000,SolTrans LastGenerated
1,ST,1,Broadway,Northwest Vallejo - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-1/,da1a32,ffffff,SolTrans LastGenerated
15,ST,15,Benicia Schools,Benicia Middle Schoool - Benicia High School,3,http://www.soltransride.com/routes/schooltrippers/limitedservice/,f57f29,ffffff,SolTrans LastGenerated
2,ST,2,Northeast,Vallejo Corners - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-2/,9f248f,ffffff,SolTrans LastGenerated
20,ST,20,Columbus,Downtown Benicia - Sereno Transit Center,3,http://www.soltransride.com/routes/local/route-20/,da1a32,ffffff,SolTrans LastGenerated
3,ST,3,Glen Cove,South Vallejo - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-3/,23ae49,ffffff,SolTrans LastGenerated
4,ST,4,Tuolumne,Sereno Transit Center - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-4/,00accd,ffffff,SolTrans LastGenerated
82,ST,82,SF Express,,3,http://www.soltransride.com/routes/solanoexpress/route-80/,b87887,000000,SolTrans LastGenerated
5,ST,5,Fairgrounds,Six Flags - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-5/,f57f29,ffffff,SolTrans LastGenerated
6,ST,6,Tennessee,Hogan M.S. - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-6/,a16125,ffffff,SolTrans LastGenerated
17,ST,17,Benicia Schools,Benicia Middle Schoool - Benicia High School,3,http://www.soltransride.com/routes/schooltrippers/limitedservice/,265eac,ffffff,SolTrans LastGenerated
7,ST,7,Springs Rd,Gateway Plaza - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-7/,265eac,ffffff,SolTrans LastGenerated
8,ST,8,Benicia Rd,Hogan M.S. - Vallejo Transit Center,3,http://www.soltransride.com/routes/local/route-8/,006a36,ffffff,SolTrans LastGenerated
80,ST,80,I-80 SolanoExpress,Vallejo Transit Center - El Cerrito Del Norte BART,3,http://www.soltransride.com/routes/solanoexpress/route-80/,83003f,ffffff,SolTrans LastGenerated
85,ST,85,Fairfield SolanoExpress,Vallejo Transit Center - Solano Town Center,3,http://www.soltransride.com/routes/solanoexpress/route-85/,00ae9a,ffffff,SolTrans LastGenerated
38,ST,38,Jesse Bethel,,3,http://www.soltransride.com/routes/schooltrippers/route-38,a0772b,ffffff,SolTrans LastGenerated
Tideline,TD,Tideline,Berkeley to SF Commuter Ferry,,4,,84CF1B,0,Tideline Marine Group Inc LastGenerated
1,UC,1,Delores,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART",3,https://www.unioncity.org/170/Union-City-Transit,3ab859,,Union City Transit LastGenerated
8,UC,8,Alvarado-Niles,"Perry Rd, Union Landing, Kaiser, Continues as Route 2 to Whipple Rd, Decoto District, and Union City BART",3,https://www.unioncity.org/170/Union-City-Transit,3be80b,,Union City Transit LastGenerated
4,UC,4,Tamarack,"Seven Hills, Whipple Rd, Calaveras Landing, Union Landing, Continues as Route 3 to Tropics and Union City BART",3,https://www.unioncity.org/170/Union-City-Transit,f99523,,Union City Transit LastGenerated
5,UC,5,Dyer,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART",3,https://www.unioncity.org/170/Union-City-Transit,fd00a6,,Union City Transit LastGenerated
2,UC,2,Whipple,"Decoto District, Whipple Rd, Kaiser, Continues as Route 8 to Union Landing, Perry Rd, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-2-effective-from-8-1-2015,7235f9,,Union City Transit LastGenerated
3,UC,3,Almaden,"Tropics, Union Landing, Continues as Route 4 to Calaveras Landing, Whipple Rd, Seven Hills, and Union City BART",3,https://www.unioncity.org/170/Union-City-Transit,43afff,,Union City Transit LastGenerated
7,UC,7,Alvarado Circulator,"Union Landing, Four Corners, Dyer & Union City Blvd, Calaveras Landing, Kaiser, and Sports Center",3,https://www.unioncity.org/170/Union-City-Transit,eed56d,,Union City Transit LastGenerated
9,UC,9,Dyer Express,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART Weekday Peak Periods Only",3,https://www.unioncity.org/170/Union-City-Transit,fd0000,,Union City Transit LastGenerated
2S,UC,2S,Whipple Short,"Decoto District, Whipple Rd, Kaiser, and Union City BART Weekday Peak Periods Only",3,,7235f9,,Union City Transit LastGenerated
1,VC,1,Route 1,,3,,ff0000,ffffff,Vacaville City Coach LastGenerated
2,VC,2,Route 2,,3,,c45911,ffffff,Vacaville City Coach LastGenerated
3,VC,3,Route 3,,3,,ff00ff,ffffff,Vacaville City Coach LastGenerated
4,VC,4,Route 4,,3,,00b050,ffffff,Vacaville City Coach LastGenerated
5,VC,5,Route 5,,3,,0070c0,ffffff,Vacaville City Coach LastGenerated
6,VC,6,Route 6,,3,,663300,ffffff,Vacaville City Coach LastGenerated
11,VN,11,"11 Vallejo Tc, Redwood Pnr",,3,http://ridethevine.rideralerts.com/InfoPoint/11,0976AA,FFFFFF,Napa LastGenerated
29,VN,29,"29 Soscol Tc, Redwood Pnr, Calistoga",,3,http://ridethevine.rideralerts.com/InfoPoint/29,DF356E,FFFFFF,Napa LastGenerated
3,VN,3,"3 S. Napa Maretplace, Coombs St",,3,http://ridethevine.rideralerts.com/InfoPoint/3,F4901D,FFFFFF,Napa LastGenerated
4,VN,4,"4 S. Napa Market Place, Shetler",,3,http://ridethevine.rideralerts.com/InfoPoint/4,FFE901,00000F,Napa LastGenerated
5,VN,5,"5 Napa Hs, Pear Tree",,3,http://ridethevine.rideralerts.com/InfoPoint/5,00A9A7,FFFFFF,Napa LastGenerated
6,VN,6,"6 Redwood Pnr, Trancus",,3,http://ridethevine.rideralerts.com/InfoPoint/6,F25B21,FFFFFF,Napa LastGenerated
2,VN,2,"2 Outlets, Old Sonoma Rd",,3,http://ridethevine.rideralerts.com/InfoPoint/2,434C3D,FFFFFF,Napa LastGenerated
7,VN,7,"7 Redwood Pnr, Kaiser",,3,http://ridethevine.rideralerts.com/InfoPoint/7,6FCBD2,FFFFFF,Napa LastGenerated
8,VN,8,"8 Jefferson, Redwood Pnr, Tc",,3,http://ridethevine.rideralerts.com/InfoPoint/8,DE83B4,FFFFFF,Napa LastGenerated
10,VN,10,"10 Redwood Pnr, Tc, Nv College",,3,http://ridethevine.rideralerts.com/InfoPoint/10,6A478F,FFFFFF,Napa LastGenerated
21,VN,21,"21 Fairfield Tc, Soscol Tc",,3,http://ridethevine.rideralerts.com/InfoPoint/21,71C167,FFFFFF,Napa LastGenerated
1,VN,1,1 Browns Valley,,3,http://ridethevine.rideralerts.com/InfoPoint/1,984A2B,FFFFFF,Napa LastGenerated
30Z,WC,30Z,Hercules Transit Center - Martinez,,3,http://www.westcat.org/schedules/route30Zcs.html,426656,ffffff,WestCat (Western Contra Costa) LastGenerated
JL,WC,JL,Hercules Transit Center - Pinole - Richmond - BART,,3,http://www.westcat.org/schedules/routeJcs.html,ce413d,000000,WestCat (Western Contra Costa) LastGenerated
JX,WC,JX,Hercules Transit Center - El Cerrito del Norte BART,,3,http://www.westcat.org/schedules/routeJPXcs.html,ce413d,000000,WestCat (Western Contra Costa) LastGenerated
11,WC,11,Crockett - Rodeo - Hercules,,3,http://www.westcat.org/schedules/route11cs.html,916085,ffffff,WestCat (Western Contra Costa) LastGenerated
18,WC,18,Tara Hills - Richmond Parkway Transit Center - Hilltop Mall,,3,http://www.westcat.org/schedules/route18cs.html,4badad,ffffff,WestCat (Western Contra Costa) LastGenerated
10,WC,10,Gems and Birds,,3,http://www.westcat.org/schedules/route10.html,f8c650,000000,WestCat (Western Contra Costa) LastGenerated
16,WC,16,Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center,,3,http://www.westcat.org/schedules/route16cs.html,6c8fb8,000000,WestCat (Western Contra Costa) LastGenerated
JR,WC,JR,Hercules Transit Center - Pinole - Richmond - BART,,3,http://www.westcat.org/schedules/routeJcs.html,ce413d,000000,WestCat (Western Contra Costa) LastGenerated
Lynx,WC,Lynx,Rodeo/Hercules/San Francisco Transbay Terminal,,3,http://www.westcat.org/schedules/routeLYNXcs.html,74262b,ffffff,WestCat (Western Contra Costa) LastGenerated
15,WC,15,Rodeo - Hercules (Viewpointe/North Shore Business Park),,3,http://www.westcat.org/schedules/route15cs.html,4b9168,ffffff,WestCat (Western Contra Costa) LastGenerated
17,WC,17,BayView - Richmond Parkway Transit Center,,3,http://www.westcat.org/schedules/route17cs.html,9d8176,ffffff,WestCat (Western Contra Costa) LastGenerated
19,WC,19,Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall,,3,http://www.westcat.org/schedules/route19cs.html,695b93,ffffff,WestCat (Western Contra Costa) LastGenerated
C3,WC,C3,Hercules Transit Center - Pinole - Contra Costa College,,3,http://www.westcat.org/schedules/routeC3cs.html,183958,ffffff,WestCat (Western Contra Costa) LastGenerated
JPX,WC,JPX,Hercules Transit Center - El Cerrito del Norte BART,,3,http://www.westcat.org/schedules/routeJPXcs.html,ce413d,000000,WestCat (Western Contra Costa) LastGenerated
708,WC,708,BART Early Bird Express – Oakland,,3,,74262b,ffffff,WestCat (Western Contra Costa) LastGenerated
705,WC,705,BART Early Bird Express – San Francisco,,3,,74262b,ffffff,WestCat (Western Contra Costa) LastGenerated
12,WC,12,Trees and Flowers,,3,http://www.westcat.org/schedules/route12cs.html,789367,000000,WestCat (Western Contra Costa) LastGenerated
580X,WH,580X,580 Express,,3,,0000FF,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
54,WH,54,Hacienda,,3,,663300,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
2,WH,2,East Dublin,,3,,0AC90A,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
8,WH,8,Hopyard,,3,,CC0066,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
70X,WH,70X,Pleasant Hill,,3,,336600,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
20X,WH,20X,Vasco,,3,,FF0080,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
3,WH,3,Stoneridge,,3,,3399FF,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
